,Id,Zoomed_Image_Data
4165,LIDC-IDRI-0586-5,"[[0.05882353 0.09411765 0.08627451 ... 0.50196078 0.50196078 0.46666667]
 [0.11372549 0.12156863 0.09803922 ... 0.49803922 0.50980392 0.48235294]
 [0.10980392 0.09411765 0.15686275 ... 0.49019608 0.49019608 0.4745098 ]
 ...
 [0.05882353 0.0745098  0.05882353 ... 0.4627451  0.45490196 0.50980392]
 [0.07843137 0.04313725 0.08235294 ... 0.49411765 0.49411765 0.49019608]
 [0.06666667 0.07058824 0.01176471 ... 0.43529412 0.49411765 0.53333333]]"
4166,LIDC-IDRI-0586-6,"[[0.03137255 0.03529412 0.11764706 ... 0.14117647 0.21568627 0.1254902 ]
 [0.08235294 0.09411765 0.07058824 ... 0.19607843 0.16862745 0.11764706]
 [0.10196078 0.10980392 0.10196078 ... 0.11372549 0.18823529 0.18431373]
 ...
 [0.10588235 0.15686275 0.05882353 ... 0.03137255 0.05882353 0.02745098]
 [0.12156863 0.16862745 0.0745098  ... 0.1254902  0.0627451  0.10980392]
 [0.08627451 0.13333333 0.09019608 ... 0.0745098  0.1372549  0.03529412]]"
4167,LIDC-IDRI-0586-7,"[[0.05882353 0.09411765 0.08627451 ... 0.50196078 0.50196078 0.46666667]
 [0.11372549 0.12156863 0.09803922 ... 0.49803922 0.50980392 0.48235294]
 [0.10980392 0.09411765 0.15686275 ... 0.49019608 0.49019608 0.4745098 ]
 ...
 [0.05882353 0.0745098  0.05882353 ... 0.4627451  0.45490196 0.50980392]
 [0.07843137 0.04313725 0.08235294 ... 0.49411765 0.49411765 0.49019608]
 [0.06666667 0.07058824 0.01176471 ... 0.43529412 0.49411765 0.53333333]]"
4168,LIDC-IDRI-0586-8,"[[0.45098039 0.44313725 0.43921569 ... 0.09411765 0.09019608 0.13333333]
 [0.43921569 0.42352941 0.42745098 ... 0.07843137 0.10196078 0.11372549]
 [0.44313725 0.45098039 0.41960784 ... 0.08235294 0.10196078 0.10196078]
 ...
 [0.5254902  0.45490196 0.41960784 ... 0.04313725 0.03529412 0.04705882]
 [0.50588235 0.47058824 0.41176471 ... 0.04313725 0.05098039 0.0627451 ]
 [0.49019608 0.4745098  0.45098039 ... 0.0745098  0.05490196 0.04705882]]"
4169,LIDC-IDRI-0586-9,"[[0.05882353 0.09411765 0.08627451 ... 0.50196078 0.50196078 0.46666667]
 [0.11372549 0.12156863 0.09803922 ... 0.49803922 0.50980392 0.48235294]
 [0.10980392 0.09411765 0.15686275 ... 0.49019608 0.49019608 0.4745098 ]
 ...
 [0.05882353 0.0745098  0.05882353 ... 0.4627451  0.45490196 0.50980392]
 [0.07843137 0.04313725 0.08235294 ... 0.49411765 0.49411765 0.49019608]
 [0.06666667 0.07058824 0.01176471 ... 0.43529412 0.49411765 0.53333333]]"
4170,LIDC-IDRI-0586-10,"[[0.45098039 0.44313725 0.43921569 ... 0.09411765 0.09019608 0.13333333]
 [0.43921569 0.42352941 0.42745098 ... 0.07843137 0.10196078 0.11372549]
 [0.44313725 0.45098039 0.41960784 ... 0.08235294 0.10196078 0.10196078]
 ...
 [0.5254902  0.45490196 0.41960784 ... 0.04313725 0.03529412 0.04705882]
 [0.50588235 0.47058824 0.41176471 ... 0.04313725 0.05098039 0.0627451 ]
 [0.49019608 0.4745098  0.45098039 ... 0.0745098  0.05490196 0.04705882]]"
4171,LIDC-IDRI-0587-1,"[[0.65098039 0.65098039 0.65098039 ... 0.         0.         0.        ]
 [0.65098039 0.65490196 0.65882353 ... 0.         0.         0.        ]
 [0.64705882 0.67058824 0.66666667 ... 0.         0.         0.        ]
 ...
 [0.95294118 0.96078431 0.96078431 ... 0.0627451  0.06666667 0.0745098 ]
 [0.98039216 0.97254902 0.96078431 ... 0.05882353 0.0745098  0.0745098 ]
 [0.97254902 0.95294118 0.95294118 ... 0.08627451 0.08627451 0.0745098 ]]"
4172,LIDC-IDRI-0587-2,"[[0.57647059 0.57254902 0.60392157 ... 0.05490196 0.15294118 0.43137255]
 [0.57254902 0.57254902 0.58431373 ... 0.06666667 0.15686275 0.43137255]
 [0.57647059 0.57254902 0.54117647 ... 0.07843137 0.15686275 0.43529412]
 ...
 [0.07843137 0.0627451  0.05882353 ... 0.54117647 0.5372549  0.54117647]
 [0.0627451  0.05882353 0.05490196 ... 0.54509804 0.55294118 0.54117647]
 [0.05098039 0.04313725 0.03921569 ... 0.54509804 0.55686275 0.54901961]]"
4173,LIDC-IDRI-0587-3,"[[0.05882353 0.06666667 0.05490196 ... 0.0627451  0.03529412 0.01960784]
 [0.07058824 0.07058824 0.07058824 ... 0.05490196 0.04313725 0.05098039]
 [0.07058824 0.06666667 0.0745098  ... 0.0627451  0.09019608 0.13333333]
 ...
 [0.70196078 0.90588235 0.91372549 ... 0.71764706 0.70196078 0.68627451]
 [0.54901961 0.74509804 0.85098039 ... 0.78823529 0.74901961 0.70980392]
 [0.49411765 0.60392157 0.76078431 ... 0.78431373 0.75686275 0.73333333]]"
4174,LIDC-IDRI-0587-4,"[[0.5372549  0.50980392 0.38823529 ... 0.10588235 0.1254902  0.10980392]
 [0.52156863 0.44313725 0.2627451  ... 0.13333333 0.11764706 0.07843137]
 [0.50196078 0.35686275 0.18039216 ... 0.11372549 0.07843137 0.05490196]
 ...
 [0.49803922 0.50196078 0.50588235 ... 0.36862745 0.40392157 0.41176471]
 [0.49411765 0.48235294 0.48627451 ... 0.39607843 0.34117647 0.28235294]
 [0.46666667 0.4627451  0.45490196 ... 0.22745098 0.14117647 0.09803922]]"
4175,LIDC-IDRI-0587-5,"[[0.08627451 0.05098039 0.04313725 ... 0.04705882 0.05098039 0.05882353]
 [0.04705882 0.02352941 0.01568627 ... 0.04313725 0.03529412 0.04705882]
 [0.01960784 0.02352941 0.02745098 ... 0.04313725 0.04705882 0.05490196]
 ...
 [0.4627451  0.4745098  0.48235294 ... 0.02745098 0.02745098 0.05882353]
 [0.4745098  0.48235294 0.4745098  ... 0.07058824 0.10980392 0.18431373]
 [0.49019608 0.4745098  0.46666667 ... 0.20392157 0.27058824 0.35686275]]"
4176,LIDC-IDRI-0587-6,"[[0.36862745 0.37647059 0.36862745 ... 0.10980392 0.05490196 0.05098039]
 [0.38039216 0.39215686 0.38823529 ... 0.17254902 0.09019608 0.07843137]
 [0.40784314 0.4        0.38039216 ... 0.17254902 0.15686275 0.19607843]
 ...
 [0.41176471 0.41960784 0.41176471 ... 0.14117647 0.11372549 0.10196078]
 [0.44313725 0.43921569 0.42352941 ... 0.0745098  0.0627451  0.08235294]
 [0.42745098 0.43137255 0.43137255 ... 0.03137255 0.03137255 0.04705882]]"
4177,LIDC-IDRI-0587-7,"[[0.03529412 0.03529412 0.03137255 ... 0.81960784 0.70980392 0.56078431]
 [0.03529412 0.03921569 0.02745098 ... 0.81568627 0.76470588 0.61568627]
 [0.03137255 0.03921569 0.03529412 ... 0.79215686 0.79607843 0.67843137]
 ...
 [0.05490196 0.03921569 0.03921569 ... 0.49803922 0.49803922 0.50196078]
 [0.05490196 0.07058824 0.11764706 ... 0.49803922 0.49803922 0.49803922]
 [0.04705882 0.10980392 0.18039216 ... 0.49803922 0.49411765 0.48627451]]"
4178,LIDC-IDRI-0587-8,"[[0.61960784 0.61176471 0.56862745 ... 0.27058824 0.61568627 0.82352941]
 [0.59607843 0.56470588 0.55294118 ... 0.28235294 0.60784314 0.81176471]
 [0.52156863 0.48235294 0.51372549 ... 0.29411765 0.60784314 0.78823529]
 ...
 [0.04705882 0.04705882 0.04705882 ... 0.54117647 0.54117647 0.5372549 ]
 [0.03529412 0.03137255 0.03529412 ... 0.5372549  0.53333333 0.54117647]
 [0.03921569 0.02745098 0.03921569 ... 0.54117647 0.54117647 0.54117647]]"
4179,LIDC-IDRI-0587-9,"[[0.4        0.41176471 0.40784314 ... 0.04313725 0.07058824 0.10196078]
 [0.41176471 0.41960784 0.41176471 ... 0.03921569 0.04705882 0.0627451 ]
 [0.41176471 0.40784314 0.41176471 ... 0.04313725 0.06666667 0.05098039]
 ...
 [0.45490196 0.45882353 0.4627451  ... 0.0627451  0.05882353 0.05882353]
 [0.4627451  0.45098039 0.45882353 ... 0.07058824 0.08627451 0.06666667]
 [0.44313725 0.44313725 0.45882353 ... 0.05098039 0.0745098  0.0627451 ]]"
4180,LIDC-IDRI-0587-10,"[[0.64705882 0.65098039 0.63921569 ... 0.         0.         0.        ]
 [0.64705882 0.65490196 0.63921569 ... 0.         0.         0.        ]
 [0.64705882 0.65882353 0.64705882 ... 0.         0.         0.        ]
 ...
 [0.96862745 0.96862745 0.96078431 ... 0.08235294 0.05882353 0.05098039]
 [0.95294118 0.94509804 0.96470588 ... 0.08235294 0.0745098  0.07843137]
 [0.96862745 0.95294118 0.96470588 ... 0.08627451 0.08235294 0.09803922]]"
4181,LIDC-IDRI-0587-11,"[[0.03921569 0.02745098 0.02352941 ... 0.76470588 0.61568627 0.5254902 ]
 [0.03921569 0.03529412 0.03921569 ... 0.79607843 0.67843137 0.55294118]
 [0.04705882 0.05098039 0.05098039 ... 0.79215686 0.73333333 0.58431373]
 ...
 [0.07058824 0.11764706 0.17254902 ... 0.49803922 0.49803922 0.50588235]
 [0.10980392 0.18039216 0.18823529 ... 0.49411765 0.48627451 0.50588235]
 [0.10588235 0.1254902  0.09411765 ... 0.49019608 0.4745098  0.49803922]]"
4182,LIDC-IDRI-0587-12,"[[0.63921569 0.65490196 0.64705882 ... 0.         0.         0.        ]
 [0.65098039 0.6627451  0.6627451  ... 0.         0.         0.        ]
 [0.65490196 0.6627451  0.6627451  ... 0.         0.         0.        ]
 ...
 [0.94509804 0.94901961 0.97254902 ... 0.09803922 0.09411765 0.09411765]
 [0.95294118 0.96470588 0.96470588 ... 0.09019608 0.09019608 0.08627451]
 [0.94901961 0.94901961 0.96078431 ... 0.08627451 0.09411765 0.08627451]]"
4183,LIDC-IDRI-0587-13,"[[0.58431373 0.56470588 0.56078431 ... 0.43137255 0.77647059 0.86666667]
 [0.54117647 0.50196078 0.5254902  ... 0.43529412 0.75686275 0.83921569]
 [0.48235294 0.45490196 0.52156863 ... 0.46666667 0.74509804 0.8       ]
 ...
 [0.05490196 0.05098039 0.05098039 ... 0.54117647 0.54117647 0.54509804]
 [0.03921569 0.03921569 0.05098039 ... 0.54901961 0.5372549  0.5372549 ]
 [0.03529412 0.03529412 0.04705882 ... 0.56862745 0.55294118 0.54117647]]"
4184,LIDC-IDRI-0587-14,"[[0.38039216 0.40392157 0.41176471 ... 0.08235294 0.0745098  0.05098039]
 [0.4        0.40784314 0.39215686 ... 0.06666667 0.07058824 0.07058824]
 [0.40784314 0.40784314 0.4        ... 0.0627451  0.08627451 0.15686275]
 ...
 [0.42352941 0.43137255 0.42745098 ... 0.0627451  0.05490196 0.04705882]
 [0.43529412 0.43137255 0.42745098 ... 0.03921569 0.05098039 0.05490196]
 [0.40784314 0.4        0.40784314 ... 0.04705882 0.04705882 0.05098039]]"
4185,LIDC-IDRI-0587-15,"[[0.07843137 0.06666667 0.05490196 ... 0.09803922 0.18823529 0.23529412]
 [0.10588235 0.0745098  0.05882353 ... 0.20392157 0.31764706 0.31764706]
 [0.10196078 0.0745098  0.06666667 ... 0.31764706 0.38039216 0.29411765]
 ...
 [0.67058824 0.70196078 0.76470588 ... 0.61176471 0.60784314 0.64705882]
 [0.63137255 0.63921569 0.7254902  ... 0.63921569 0.63921569 0.63921569]
 [0.66666667 0.61960784 0.68235294 ... 0.69411765 0.67843137 0.66666667]]"
4186,LIDC-IDRI-0587-16,"[[0.10588235 0.10980392 0.10196078 ... 0.03529412 0.04313725 0.04313725]
 [0.05098039 0.03921569 0.03137255 ... 0.04705882 0.04705882 0.04313725]
 [0.02352941 0.01568627 0.02352941 ... 0.05098039 0.03921569 0.04705882]
 ...
 [0.44313725 0.45490196 0.4627451  ... 0.04705882 0.05490196 0.05490196]
 [0.43921569 0.45098039 0.4627451  ... 0.05490196 0.04705882 0.03529412]
 [0.45098039 0.46666667 0.48235294 ... 0.05098039 0.04705882 0.03921569]]"
4187,LIDC-IDRI-0587-17,"[[0.04313725 0.03529412 0.03529412 ... 0.77647059 0.81960784 0.70980392]
 [0.04313725 0.03529412 0.03921569 ... 0.72941176 0.81568627 0.76470588]
 [0.04313725 0.03137255 0.03921569 ... 0.70196078 0.79215686 0.79607843]
 ...
 [0.10196078 0.05490196 0.03921569 ... 0.49019608 0.49803922 0.49803922]
 [0.0745098  0.05490196 0.07058824 ... 0.49019608 0.49803922 0.49803922]
 [0.03921569 0.04705882 0.10980392 ... 0.49411765 0.49803922 0.49411765]]"
4188,LIDC-IDRI-0587-18,"[[0.49803922 0.4        0.23137255 ... 0.09411765 0.09019608 0.07058824]
 [0.44313725 0.29803922 0.15686275 ... 0.08627451 0.07843137 0.07058824]
 [0.38039216 0.22745098 0.1254902  ... 0.0745098  0.07058824 0.07058824]
 ...
 [0.50588235 0.51372549 0.50980392 ... 0.40784314 0.4        0.36470588]
 [0.47058824 0.46666667 0.47058824 ... 0.32941176 0.25098039 0.16470588]
 [0.44313725 0.44313725 0.45882353 ... 0.11764706 0.07843137 0.05098039]]"
4189,LIDC-IDRI-0587-19,"[[0.57254902 0.60392157 0.59607843 ... 0.15294118 0.43137255 0.79215686]
 [0.57254902 0.58431373 0.56470588 ... 0.15686275 0.43137255 0.77647059]
 [0.57254902 0.54117647 0.50196078 ... 0.15686275 0.43529412 0.75686275]
 ...
 [0.0627451  0.05882353 0.06666667 ... 0.5372549  0.54117647 0.55294118]
 [0.05882353 0.05490196 0.05098039 ... 0.55294118 0.54117647 0.54117647]
 [0.04313725 0.03921569 0.03921569 ... 0.55686275 0.54901961 0.5372549 ]]"
4190,LIDC-IDRI-0588-1,"[[0.06666667 0.08627451 0.0627451  ... 0.6745098  0.61176471 0.78431373]
 [0.03137255 0.11764706 0.16862745 ... 0.70196078 0.6745098  0.77254902]
 [0.04313725 0.10980392 0.19607843 ... 0.52156863 0.6627451  0.80784314]
 ...
 [0.12156863 0.08235294 0.03921569 ... 0.17254902 0.18039216 0.15294118]
 [0.08235294 0.08627451 0.08627451 ... 0.16470588 0.15686275 0.1254902 ]
 [0.05098039 0.0627451  0.05098039 ... 0.11372549 0.13333333 0.20392157]]"
4191,LIDC-IDRI-0590-1,"[[0.09019608 0.09803922 0.08627451 ... 0.38039216 0.36470588 0.39215686]
 [0.0745098  0.06666667 0.07058824 ... 0.38039216 0.37254902 0.40392157]
 [0.05098039 0.05882353 0.05490196 ... 0.39607843 0.40392157 0.40784314]
 ...
 [0.06666667 0.05098039 0.03529412 ... 0.45490196 0.45098039 0.48235294]
 [0.07843137 0.07058824 0.05882353 ... 0.4745098  0.46666667 0.4745098 ]
 [0.0627451  0.07058824 0.09019608 ... 0.4745098  0.47058824 0.47058824]]"
4192,LIDC-IDRI-0590-2,"[[0.09803922 0.1254902  0.09019608 ... 0.40392157 0.38039216 0.38823529]
 [0.09019608 0.09803922 0.08627451 ... 0.38823529 0.36470588 0.39215686]
 [0.0745098  0.06666667 0.07058824 ... 0.38039216 0.37647059 0.40392157]
 ...
 [0.06666667 0.04313725 0.02745098 ... 0.44313725 0.45098039 0.46666667]
 [0.06666667 0.05098039 0.03529412 ... 0.45490196 0.45098039 0.48235294]
 [0.07843137 0.07058824 0.05882353 ... 0.4745098  0.46666667 0.4745098 ]]"
4193,LIDC-IDRI-0590-3,"[[0.07058824 0.09019608 0.09803922 ... 0.39607843 0.38039216 0.36470588]
 [0.0745098  0.0745098  0.06666667 ... 0.38039216 0.38039216 0.37254902]
 [0.05882353 0.05098039 0.05882353 ... 0.38823529 0.39607843 0.40392157]
 ...
 [0.10196078 0.06666667 0.05098039 ... 0.44313725 0.45490196 0.45098039]
 [0.08235294 0.07843137 0.07058824 ... 0.45882353 0.4745098  0.46666667]
 [0.05098039 0.0627451  0.07058824 ... 0.47058824 0.4745098  0.47058824]]"
4194,LIDC-IDRI-0590-4,"[[0.05882353 0.07843137 0.10196078 ... 0.39607843 0.39215686 0.37254902]
 [0.05490196 0.0745098  0.0745098  ... 0.4        0.39607843 0.37647059]
 [0.07058824 0.06666667 0.05490196 ... 0.38823529 0.39607843 0.39215686]
 ...
 [0.07843137 0.0627451  0.04313725 ... 0.44313725 0.44313725 0.45490196]
 [0.08235294 0.06666667 0.05882353 ... 0.45490196 0.45490196 0.45490196]
 [0.0745098  0.08235294 0.0745098  ... 0.46666667 0.4745098  0.46666667]]"
4195,LIDC-IDRI-0591-1,"[[0.10980392 0.0745098  0.04313725 ... 0.02352941 0.         0.11764706]
 [0.14117647 0.04705882 0.09411765 ... 0.0627451  0.09803922 0.09019608]
 [0.03529412 0.11764706 0.02352941 ... 0.01568627 0.07058824 0.06666667]
 ...
 [0.43529412 0.3372549  0.20392157 ... 0.36078431 0.31764706 0.42745098]
 [0.48627451 0.4627451  0.56470588 ... 0.39607843 0.42352941 0.47058824]
 [0.3372549  0.33333333 0.44313725 ... 0.39607843 0.40784314 0.42352941]]"
4196,LIDC-IDRI-0591-2,"[[0.18431373 0.14117647 0.04705882 ... 0.05882353 0.0627451  0.09803922]
 [0.06666667 0.03529412 0.11764706 ... 0.02352941 0.01568627 0.07058824]
 [0.10588235 0.0745098  0.06666667 ... 0.         0.05490196 0.10196078]
 ...
 [0.31764706 0.48627451 0.4627451  ... 0.45490196 0.39607843 0.42352941]
 [0.4745098  0.3372549  0.33333333 ... 0.43137255 0.39607843 0.40784314]
 [0.38039216 0.44313725 0.56470588 ... 0.36078431 0.51372549 0.43529412]]"
4197,LIDC-IDRI-0591-3,"[[0.14117647 0.04705882 0.09411765 ... 0.0627451  0.09803922 0.09019608]
 [0.03529412 0.11764706 0.02352941 ... 0.01568627 0.07058824 0.06666667]
 [0.0745098  0.06666667 0.08235294 ... 0.05490196 0.10196078 0.10588235]
 ...
 [0.48627451 0.4627451  0.56470588 ... 0.39607843 0.42352941 0.47058824]
 [0.3372549  0.33333333 0.44313725 ... 0.39607843 0.40784314 0.42352941]
 [0.44313725 0.56470588 0.45098039 ... 0.51372549 0.43529412 0.45098039]]"
4198,LIDC-IDRI-0592-1,"[[0.01176471 0.03137255 0.04705882 ... 0.03921569 0.04705882 0.06666667]
 [0.0627451  0.05490196 0.07058824 ... 0.06666667 0.09019608 0.08235294]
 [0.07843137 0.02745098 0.03921569 ... 0.00784314 0.03137255 0.06666667]
 ...
 [0.10588235 0.10196078 0.04705882 ... 0.45098039 0.44313725 0.44313725]
 [0.03137255 0.00784314 0.07058824 ... 0.43137255 0.43137255 0.45882353]
 [0.04705882 0.09803922 0.10980392 ... 0.48235294 0.39215686 0.42745098]]"
4199,LIDC-IDRI-0592-2,"[[0.01176471 0.03137255 0.04705882 ... 0.03921569 0.04705882 0.06666667]
 [0.0627451  0.05490196 0.07058824 ... 0.06666667 0.09019608 0.08235294]
 [0.07843137 0.02745098 0.03921569 ... 0.00784314 0.03137255 0.06666667]
 ...
 [0.10588235 0.10196078 0.04705882 ... 0.45098039 0.44313725 0.44313725]
 [0.03137255 0.00784314 0.07058824 ... 0.43137255 0.43137255 0.45882353]
 [0.04705882 0.09803922 0.10980392 ... 0.48235294 0.39215686 0.42745098]]"
4200,LIDC-IDRI-0592-3,"[[0.0627451  0.05490196 0.07058824 ... 0.06666667 0.09019608 0.08235294]
 [0.07843137 0.02745098 0.03921569 ... 0.00784314 0.03137255 0.06666667]
 [0.06666667 0.08235294 0.07843137 ... 0.05882353 0.10980392 0.08627451]
 ...
 [0.03137255 0.00784314 0.07058824 ... 0.43137255 0.43137255 0.45882353]
 [0.04705882 0.09803922 0.10980392 ... 0.48235294 0.39215686 0.42745098]
 [0.06666667 0.11764706 0.09019608 ... 0.43529412 0.40392157 0.47058824]]"
4201,LIDC-IDRI-0592-4,"[[0.44313725 0.4627451  0.4745098  ... 0.08627451 0.10196078 0.1254902 ]
 [0.4627451  0.43529412 0.4627451  ... 0.03529412 0.06666667 0.03137255]
 [0.45490196 0.45882353 0.43529412 ... 0.04705882 0.07058824 0.04705882]
 ...
 [0.54509804 0.50980392 0.57647059 ... 0.14901961 0.09019608 0.08235294]
 [0.51372549 0.53333333 0.56470588 ... 0.15686275 0.09803922 0.08235294]
 [0.54901961 0.55294118 0.5372549  ... 0.12156863 0.05490196 0.04705882]]"
4202,LIDC-IDRI-0592-5,"[[0.03137255 0.04705882 0.10588235 ... 0.04705882 0.06666667 0.08235294]
 [0.05490196 0.07058824 0.08235294 ... 0.09019608 0.08235294 0.04313725]
 [0.02745098 0.03921569 0.04313725 ... 0.03137255 0.06666667 0.09411765]
 ...
 [0.10196078 0.04705882 0.05490196 ... 0.44313725 0.44313725 0.40392157]
 [0.00784314 0.07058824 0.09019608 ... 0.43137255 0.45882353 0.43529412]
 [0.09803922 0.10980392 0.10588235 ... 0.39215686 0.42745098 0.39607843]]"
4203,LIDC-IDRI-0593-1,"[[0.04705882 0.04705882 0.04313725 ... 0.51372549 0.50980392 0.50588235]
 [0.03137255 0.03529412 0.03137255 ... 0.5254902  0.52156863 0.50980392]
 [0.02352941 0.03921569 0.05098039 ... 0.54509804 0.53333333 0.50980392]
 ...
 [0.25490196 0.2745098  0.24705882 ... 0.75294118 0.84313725 0.98039216]
 [0.29411765 0.28235294 0.23529412 ... 0.75294118 0.84313725 0.97647059]
 [0.27843137 0.23529412 0.17254902 ... 0.7372549  0.82745098 0.96078431]]"
4204,LIDC-IDRI-0594-1,"[[0.0745098  0.         0.1254902  ... 0.54117647 0.48235294 0.45098039]
 [0.0745098  0.06666667 0.01568627 ... 0.43529412 0.52941176 0.49411765]
 [0.05490196 0.09411765 0.1372549  ... 0.5372549  0.48627451 0.31764706]
 ...
 [0.42745098 0.41960784 0.50196078 ... 0.         0.         0.08627451]
 [0.5254902  0.69019608 0.49019608 ... 0.04313725 0.13333333 0.1372549 ]
 [0.51372549 0.51372549 0.60392157 ... 0.07843137 0.08235294 0.        ]]"
4205,LIDC-IDRI-0594-2,"[[0.50588235 0.5372549  0.44313725 ... 0.         0.         0.        ]
 [0.44313725 0.44313725 0.44313725 ... 0.         0.         0.        ]
 [0.51372549 0.44313725 0.4745098  ... 0.         0.         0.        ]
 ...
 [0.63137255 0.69411765 0.72156863 ... 0.72941176 0.67058824 0.62745098]
 [0.61960784 0.63921569 0.65882353 ... 0.66666667 0.73333333 0.61568627]
 [0.68235294 0.64705882 0.61176471 ... 0.66666667 0.60784314 0.68235294]]"
4206,LIDC-IDRI-0594-3,"[[0.50196078 0.56078431 0.54509804 ... 0.         0.         0.        ]
 [0.49019608 0.49411765 0.49803922 ... 0.         0.         0.        ]
 [0.45098039 0.4745098  0.43921569 ... 0.         0.         0.        ]
 ...
 [0.68235294 0.63921569 0.63921569 ... 0.70980392 0.69411765 0.57254902]
 [0.62745098 0.62745098 0.61568627 ... 0.65882353 0.63921569 0.65882353]
 [0.63921569 0.65490196 0.67843137 ... 0.56862745 0.6        0.62745098]]"
4207,LIDC-IDRI-0594-4,"[[0.61568627 0.82745098 0.68627451 ... 0.12156863 0.16862745 0.        ]
 [0.79607843 0.72941176 0.59607843 ... 0.09019608 0.19607843 0.20392157]
 [0.72156863 0.56862745 0.74901961 ... 0.05098039 0.02352941 0.09411765]
 ...
 [0.03921569 0.14117647 0.08627451 ... 0.1372549  0.17254902 0.23529412]
 [0.04705882 0.         0.10588235 ... 0.17254902 0.05490196 0.        ]
 [0.1372549  0.13333333 0.13333333 ... 0.11764706 0.         0.12156863]]"
4208,LIDC-IDRI-0594-5,"[[0.45882353 0.44313725 0.44313725 ... 0.         0.         0.        ]
 [0.44313725 0.51372549 0.44313725 ... 0.         0.         0.        ]
 [0.48235294 0.49019608 0.54509804 ... 0.         0.         0.        ]
 ...
 [0.61568627 0.61960784 0.63921569 ... 0.70196078 0.66666667 0.73333333]
 [0.67058824 0.68235294 0.64705882 ... 0.59215686 0.66666667 0.60784314]
 [0.6627451  0.6745098  0.59607843 ... 0.56470588 0.62352941 0.69803922]]"
4209,LIDC-IDRI-0594-6,"[[0.06666667 0.08235294 0.         ... 0.4745098  0.49411765 0.46666667]
 [0.01176471 0.18823529 0.08627451 ... 0.45490196 0.54117647 0.48235294]
 [0.14117647 0.06666667 0.         ... 0.56470588 0.44313725 0.48627451]
 ...
 [0.58431373 0.45098039 0.41176471 ... 0.05098039 0.07058824 0.06666667]
 [0.69019608 0.51372549 0.62745098 ... 0.01176471 0.02745098 0.07843137]
 [0.54901961 0.55686275 0.63529412 ... 0.         0.11372549 0.08235294]]"
4210,LIDC-IDRI-0594-7,"[[0.49019608 0.49411765 0.49803922 ... 0.         0.         0.        ]
 [0.45098039 0.4745098  0.43921569 ... 0.         0.         0.        ]
 [0.4627451  0.48235294 0.50588235 ... 0.         0.         0.        ]
 ...
 [0.62745098 0.62745098 0.61568627 ... 0.65882353 0.63921569 0.65882353]
 [0.63921569 0.65490196 0.67843137 ... 0.56862745 0.6        0.62745098]
 [0.62352941 0.61176471 0.62745098 ... 0.58431373 0.62745098 0.6627451 ]]"
4211,LIDC-IDRI-0594-8,"[[0.91372549 0.80392157 0.57647059 ... 0.66666667 0.63529412 0.6       ]
 [0.78431373 0.80392157 0.64705882 ... 0.65882353 0.65490196 0.70196078]
 [0.82745098 0.82352941 0.60392157 ... 0.65882353 0.64705882 0.62745098]
 ...
 [0.         0.         0.         ... 0.6        0.58823529 0.55294118]
 [0.         0.         0.         ... 0.58431373 0.57254902 0.51372549]
 [0.         0.         0.         ... 0.50980392 0.53333333 0.50196078]]"
4212,LIDC-IDRI-0595-1,"[[0.04705882 0.04705882 0.04705882 ... 0.2745098  0.17254902 0.11372549]
 [0.04313725 0.04705882 0.04705882 ... 0.21176471 0.14901961 0.11372549]
 [0.03529412 0.03529412 0.04313725 ... 0.11372549 0.09803922 0.09019608]
 ...
 [0.53333333 0.5372549  0.54509804 ... 0.57254902 0.56862745 0.56470588]
 [0.52156863 0.51372549 0.52156863 ... 0.56470588 0.56078431 0.56078431]
 [0.5254902  0.50980392 0.51372549 ... 0.56470588 0.56078431 0.56078431]]"
4213,LIDC-IDRI-0595-2,"[[0.05490196 0.05882353 0.05882353 ... 0.15686275 0.09411765 0.07058824]
 [0.04705882 0.04705882 0.04705882 ... 0.17254902 0.11372549 0.07843137]
 [0.04705882 0.04705882 0.05098039 ... 0.14901961 0.11372549 0.09019608]
 ...
 [0.54117647 0.54509804 0.54117647 ... 0.56862745 0.56470588 0.56470588]
 [0.5372549  0.54509804 0.54901961 ... 0.56862745 0.56470588 0.56078431]
 [0.51372549 0.52156863 0.52941176 ... 0.56078431 0.56078431 0.55294118]]"
4214,LIDC-IDRI-0595-3,"[[0.05490196 0.05882353 0.05882353 ... 0.15686275 0.09411765 0.07058824]
 [0.04705882 0.04705882 0.04705882 ... 0.17254902 0.11372549 0.07843137]
 [0.04705882 0.04705882 0.05098039 ... 0.14901961 0.11372549 0.09019608]
 ...
 [0.54117647 0.54509804 0.54117647 ... 0.56862745 0.56470588 0.56470588]
 [0.5372549  0.54509804 0.54901961 ... 0.56862745 0.56470588 0.56078431]
 [0.51372549 0.52156863 0.52941176 ... 0.56078431 0.56078431 0.55294118]]"
4215,LIDC-IDRI-0595-4,"[[0.0745098  0.06666667 0.05882353 ... 0.18039216 0.11764706 0.0745098 ]
 [0.05490196 0.05490196 0.05882353 ... 0.25098039 0.15686275 0.09411765]
 [0.04705882 0.04705882 0.04705882 ... 0.2745098  0.17254902 0.11372549]
 ...
 [0.53333333 0.5372549  0.54117647 ... 0.56470588 0.56862745 0.57254902]
 [0.54901961 0.54117647 0.54509804 ... 0.56470588 0.56862745 0.56470588]
 [0.53333333 0.5372549  0.54509804 ... 0.57254902 0.56862745 0.56470588]]"
